bangumiId,kind,lang,title,content
45,primary,zh-CN,飙速宅男,《飙速宅男》改编自同名漫画，讲述宅男高中生小野田坂道在自行车竞技中找到梦想的故事。小野田擅长爬坡，在加入总北高中自行车部后，与今泉、鸣子等队友一同参加高中联赛，在一次次激烈的公路赛中成长。作品以细致描绘自行车比赛的战术、团队协作与热血场面著称，将公路自行车的魅力展现得淋漓尽致，小野田从内向宅男蜕变为王牌选手的历程极具感染力，是一部让观众肾上腺素飙升的运动番。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。
46,primary,zh-CN,钻石王牌,《钻石王牌》改编自同名棒球漫画，讲述青道高中棒球部的热血物语。主角泽村荣纯以独特的投球加入青道，与天才捕手御幸一也及众多队友为冲击甲子园而奋斗。作品以真实的棒球战术、细致的比赛描写与人物成长著称，描绘少年们追逐棒球梦想的青春群像，荣纯从被质疑到逐渐被认可的成长之路真实而动人，队伍的团结与羁绊贯穿始终，是棒球题材动画的经典之作。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。
47,primary,zh-CN,武士弗拉明戈,《武士弗拉明戈》是原创动画。普通青年羽佐间正义在成为义务警察后，意外卷入了真正的犯罪与英雄斗争。他遇见的搭档后藤英德，以及名为弗拉明戈的神秘存在，使故事从轻松的喜剧逐渐转向严肃而宏大的英雄物语。作品以意想不到的剧情走向、独特的英雄观与充满魄力的演出著称，前期看似恶搞的设定在后期迎来震撼的反转，对社会现象与英雄定义的探讨令人印象深刻，是极具话题性的原创作品。画风清新、节奏舒缓，人物之间的相处自然而温暖，那些平凡琐碎的片段在动画的演绎下变得闪闪发光，传递出一种治愈人心的宁静力量，是治愈系爱好者不容错过的作品。
48,primary,zh-CN,伽利略少女,《伽利略少女》是原创动画，讲述伽利略的后代三姐妹的故事。伽利略的子孙三姐妹拥有各自的天赋与个性，却意外卷入与爷爷留下的财宝有关的国际纷争。作品以伽利略的遗产为线索，展开充满科学与冒险的旅程，三姐妹在追查真相的过程中逐渐加深姐妹情谊。动画将科学元素、动作冒险与温馨日常结合，画风清新明快，人物塑造鲜活，节奏张弛有度，是一部轻松而有趣的冒险动画。细节之处见用心，角色们的互动充满生活气息与小小的幽默，将平淡日常描绘得富有诗意，观感舒适惬意，能让人暂时放下烦恼，沉浸在那份简单纯粹的美好之中。
49,primary,zh-CN,Phi-Brain～神之谜题3,《Phi-Brain～神之谜题3》是解谜动画的第三季。天才解谜少年大门界人继续挑战名为神之谜题的古代谜题，为拯救被困的同伴与好友而战斗。本季引入新的谜题机关与强劲对手，界人的谜题能力进一步提升，面临更加艰巨的考验。作品以脑力解谜与紧张的对决为特色，每个谜题都设计精巧、考验智慧与逻辑，界人冷静的头脑与伙伴们的配合令人叹为观止，是解谜题材动画中不可多得的佳作。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。
50,primary,zh-CN,记录的地平线,《记录的地平线》改编自同名轻小说。网络游戏幻境神话更新后，三万多名玩家被困在游戏世界中无法退出。老练的玩家城惠凭借智谋与领导力，在异世界版图奥德赛中建立公会影响势力，探寻回到现实世界的方法。作品以策略、经营与MMO设定为特色，城惠冷静的头脑战、团队的组织管理与各职业的配合成为看点，与众多玩家共同生活的群像刻画细腻，世界观严谨，是网游题材动画的经典之作。画风清新、节奏舒缓，人物之间的相处自然而温暖，那些平凡琐碎的片段在动画的演绎下变得闪闪发光，传递出一种治愈人心的宁静力量，是治愈系爱好者不容错过的作品。
51,primary,zh-CN,声优战队,《声优战队》是原创动画，以声优行业为题材。作品描绘年轻声优们进入声优养成所，为成为专业声优而努力奋斗的故事。片中穿插大量声优行业的真实细节、试音流程与搞笑段子，角色们在录音棚、事务所与日常中不断成长。作品以配音工作为切入点，展现声音世界的魅力与幕后艰辛，主角们对声优梦想的执着追求真挚感人，同时也充满轻松愉快的搞笑氛围，是声优题材爱好者不容错过的作品。细节之处见用心，角色们的互动充满生活气息与小小的幽默，将平淡日常描绘得富有诗意，观感舒适惬意，能让人暂时放下烦恼，沉浸在那份简单纯粹的美好之中。
52,primary,zh-CN,第一神拳 Rising,《第一神拳 Rising》是经典拳击动画的第三季。幕之内一步在鸭川拳馆继续训练，为成为世界级拳王而不断挑战强敌。本季一步面对更加严苛的对手，在拳击场上经历失败与突破，磨练出更强大的力量。作品以真实的拳击描写、热血的比赛场面与角色成长著称，一步的每一场对决都充满张力与感动，对手的塑造同样立体，让人体会到拳击运动的魅力与运动员的坚韧精神，是拳击题材动画的代表作。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。
53,primary,zh-CN,摸索吧！部活剧,《摸索吧！部活剧》是原创短篇动画，讲述女高中生们组成社团寻找部活方向的故事。主角们以即兴演出与对话推进剧情，充满实验性与搞笑元素，打破传统动画的叙事框架。作品以独特的演出手法、打破第四面墙的幽默与对动画制作的戏仿为特色，角色们在荒诞的部活构想中插科打诨、放飞自我，在短小的篇幅内展现出惊人的笑料密度，是极具玩梗精神的实验性搞笑动画。画风清新、节奏舒缓，人物之间的相处自然而温暖，那些平凡琐碎的片段在动画的演绎下变得闪闪发光，传递出一种治愈人心的宁静力量，是治愈系爱好者不容错过的作品。
54,primary,zh-CN,黑白小姐,《黑白小姐》是虚拟偶像短篇动画，主角黑白小姐是一个热爱偶像的少女机器人，因某次机缘从长眠中觉醒，努力成为偶像。作品以夸张的演出、高速的吐槽与无厘头的剧情为特色，黑白小姐在追逐梦想的过程中闹出各种令人捧腹的笑话，从日常琐事到偶像活动都充满恶搞。全片节奏极快、笑点密集，塑造了黑白小姐蠢萌又执着的可爱形象，是一部轻松解压的泡面番。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。
55,primary,zh-CN,噗哔啵 来自未来,《噗哔啵 来自未来》是短篇动画，讲述来自未来的谜之生物噗哔啵与人类女孩的温馨日常。噗哔啵拥有奇特的能力，与女孩在相处中引发一系列轻松有趣的事件，逐渐成为彼此重要的伙伴。作品画风独特、氛围治愈，以简洁的叙事展现人与奇妙生物之间的温情与羁绊，没有激烈的冲突，只有日常的温暖与小小的惊喜，适合在忙碌间隙放松观看，感受那份纯粹的美好。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。
56,primary,zh-CN,悠哉日常大王,《悠哉日常大王》改编自同名漫画，讲述乡村小学越谷姐妹与转学生宫内莲华的悠闲日常。作品描绘日本乡下的四季风光与孩童们的淳朴生活，以舒缓的节奏、清新的画风与治愈的氛围著称。莲华天真烂漫的口头禅、姐妹间的互动与乡间生活的点滴令人会心一笑，将田园生活的宁静美好展现得淋漓尽致，是治愈系日常动画中的代表作，能让观众在喧嚣的生活中找到内心的安宁。画风清新、节奏舒缓，人物之间的相处自然而温暖，那些平凡琐碎的片段在动画的演绎下变得闪闪发光，传递出一种治愈人心的宁静力量，是治愈系爱好者不容错过的作品。
57,primary,zh-CN,银狐,《银狐》改编自同名漫画，讲述神社巫女冴木真琴与狐狸神使银太郎的温馨日常。真琴是宇天神社的巫女，能与神明沟通的银太郎虽然毒舌却始终默默守护着她。作品围绕神社的祭祀、来访者的愿望与少女的成长展开，通过一个个与神社相关的小故事，描绘人与神使之间的羁绊与温情。画风细腻、氛围宁静，真琴在银太郎的陪伴下逐渐理解神使与巫女的职责，是一部治愈人心的日常作品。细节之处见用心，角色们的互动充满生活气息与小小的幽默，将平淡日常描绘得富有诗意，观感舒适惬意，能让人暂时放下烦恼，沉浸在那份简单纯粹的美好之中。
58,primary,zh-CN,少女骑士物语,《少女骑士物语》改编自同名游戏。在骑士学园中，少女们以骑乘马匹、使用枪剑进行竞技为荣。主人公水野贵弘在负伤后转为辅助，帮助少女骑士们训练，与她们建立深厚的信任。作品围绕学园骑士竞技与恋爱展开，描绘少女骑士们在马背上的英姿与青春，华丽的骑士装备、刺激的比赛场面与细腻的情感交织，贵弘与各位少女骑士之间的互动充满魅力，是兼具竞技热血与恋爱氛围的作品。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。
59,primary,zh-CN,来自风平浪静的明天,《来自风平浪静的明天》是P.A.WORKS原创动画，讲述海中与陆上两个世界少年少女们的青春物语。海底村汐鹿生的少年少女们因潮汐变化被迫转移到陆地学校，与陆上的伙伴们相识，围绕恋爱与友情展开纠葛。作品以细腻的情感描写、壮美的海景与精致的作画著称，五对少年少女之间的三角关系与成长历程层层递进，潮汐与时间的隐喻贯穿全片，是一部画面唯美、情感深邃、催人泪下的青春群像剧。作品在甜蜜之余也保留了青春特有的青涩与迷茫，主角在感情中的成长与抉择贯穿始终，配乐温润、画面明丽，将恋爱中的忐忑、欢喜与遗憾都拿捏得恰到好处，适合慢慢品味。
